Date,ZC=F,ZS=F
2023-02-06,679.0,1521.25
2023-02-07,674.0,1515.25
2023-02-08,678.5,1519.75
2023-02-09,670.75,1519.25
2023-02-10,680.5,1542.5
2023-02-13,685.0,1542.75
2023-02-14,682.25,1537.5
2023-02-15,676.25,1525.75
2023-02-16,676.0,1526.5
2023-02-17,677.75,1527.25
2023-02-20,677.75,1527.25
2023-02-21,680.5,1548.75
2023-02-22,674.0,1539.5
2023-02-23,660.25,1534.25
2023-02-24,650.0,1529.0
2023-02-27,642.75,1518.25
2023-02-28,629.5,1490.5
2023-03-01,640.5,1504.25
2023-03-02,637.75,1519.75
2023-03-03,645.25,1530.5
2023-03-06,644.5,1541.0
2023-03-07,642.0,1525.25
2023-03-08,634.5,1526.75
2023-03-09,618.5,1520.0
2023-03-10,624.25,1513.0
2023-03-13,624.5,1500.0
2023-03-14,627.5,1499.75
2023-03-15,626.5,1489.25
2023-03-16,632.75,1491.5
2023-03-17,634.25,1476.5
2023-03-20,633.0,1486.0
2023-03-21,630.0,1467.0
2023-03-22,633.5,1448.5
2023-03-23,631.75,1419.5
2023-03-24,643.0,1428.25
2023-03-27,648.25,1442.25
2023-03-28,647.25,1467.75
2023-03-29,650.5,1477.25
2023-03-30,649.5,1474.5
2023-03-31,660.5,1505.5
2023-04-03,657.75,1522.0
2023-04-04,653.75,1517.5
2023-04-05,652.75,1511.0
2023-04-06,643.5,1492.5
2023-04-07,643.5,1492.5
2023-04-10,654.0,1487.25
2023-04-11,651.0,1497.25
2023-04-12,656.0,1504.25
2023-04-13,652.25,1501.0
2023-04-14,666.25,1500.5
2023-04-17,676.5,1517.0
2023-04-18,677.5,1519.25
2023-04-19,672.25,1506.5
2023-04-20,663.75,1497.5
2023-04-21,663.25,1483.5
2023-04-24,651.25,1465.25
2023-04-25,646.5,1445.25
2023-04-26,641.5,1436.0
2023-04-27,627.0,1426.75
2023-04-28,636.0,1444.25
2023-05-01,639.5,1454.75
2023-05-02,638.0,1439.5
2023-05-03,645.25,1448.0
2023-05-04,646.5,1448.5
2023-05-05,653.25,1469.0
2023-05-08,656.5,1468.75
2023-05-09,642.25,1451.75
2023-05-10,645.5,1436.5
2023-05-11,632.5,1443.25
2023-05-12,633.25,1435.0
2023-05-15,592.5,1400.75
2023-05-16,581.25,1364.0
2023-05-17,561.5,1337.0
2023-05-18,555.25,1333.25
2023-05-19,554.5,1307.25
2023-05-22,571.0,1341.25
2023-05-23,577.5,1322.5
2023-05-24,587.25,1324.5
2023-05-25,590.75,1324.0
2023-05-26,604.0,1337.25
2023-05-29,604.0,1337.25
2023-05-30,594.0,1296.5
2023-05-31,594.0,1299.75
2023-06-01,592.5,1329.5
2023-06-02,609.0,1352.5
2023-06-05,597.5,1350.0
2023-06-06,608.0,1353.25
2023-06-07,604.25,1360.75
2023-06-08,610.25,1363.25
2023-06-09,604.25,1386.5
2023-06-12,617.25,1372.75
2023-06-13,612.5,1399.25
2023-06-14,607.75,1388.25
2023-06-15,623.25,1428.25
2023-06-16,640.25,1466.5
2023-06-19,640.25,1466.5
2023-06-20,643.75,1477.25
2023-06-21,671.0,1514.75
2023-06-22,660.5,1500.5
2023-06-23,630.75,1494.5
2023-06-26,637.25,1521.0
2023-06-27,623.0,1495.0
2023-06-28,590.0,1451.0
2023-06-29,581.0,1483.0
2023-06-30,554.5,1557.25
2023-07-03,557.25,1562.0
2023-07-04,557.25,1562.0
2023-07-05,548.25,1547.25
2023-07-06,566.75,1525.75
2023-07-07,560.5,1485.5
2023-07-10,570.75,1508.0
2023-07-11,571.75,1520.5
2023-07-12,549.75,1488.5
2023-07-13,593.5,1518.0
2023-07-14,599.75,1495.75
2023-07-17,499.25,1484.0
2023-07-18,528.75,1492.0
2023-07-19,545.5,1491.5
2023-07-20,537.25,1495.0
2023-07-21,527.0,1501.0
2023-07-24,560.5,1523.25
2023-07-25,557.5,1515.5
2023-07-26,540.25,1546.25
2023-07-27,533.25,1532.0
2023-07-28,521.0,1486.75
2023-07-31,504.0,1445.75
2023-08-01,497.0,1446.75
2023-08-02,488.25,1429.75
2023-08-03,480.75,1428.75
2023-08-04,484.25,1444.0
2023-08-07,482.25,1414.5
2023-08-08,485.75,1430.0
2023-08-09,481.0,1431.5
2023-08-10,483.25,1412.0
2023-08-11,474.5,1401.25
2023-08-14,475.75,1391.0
2023-08-15,464.0,1323.25
2023-08-16,469.5,1334.75
2023-08-17,473.0,1336.75
2023-08-18,479.5,1362.75
2023-08-21,469.25,1370.0
2023-08-22,466.5,1351.5
2023-08-23,476.25,1359.5
2023-08-24,472.25,1365.75
2023-08-25,470.75,1381.0
2023-08-28,478.5,1395.25
2023-08-29,469.5,1382.0
2023-08-30,461.75,1381.25
2023-08-31,461.0,1360.0
2023-09-01,464.75,1356.25
2023-09-04,464.75,1356.25
2023-09-05,471.0,1349.0
2023-09-06,471.5,1360.25
2023-09-07,470.75,1345.0
2023-09-08,468.5,1349.5
2023-09-11,471.25,1352.5
2023-09-12,463.25,1331.75
2023-09-13,464.0,1336.0
2023-09-14,462.5,1343.75
2023-09-15,476.25,1340.25
2023-09-18,471.5,1316.75
2023-09-19,476.25,1315.5
2023-09-20,482.25,1320.0
2023-09-21,475.25,1293.75
2023-09-22,477.25,1296.25
2023-09-25,481.25,1297.75
2023-09-26,479.75,1302.75
2023-09-27,483.25,1303.25
2023-09-28,488.5,1300.5
2023-09-29,476.75,1275.0
2023-10-02,488.75,1277.0
2023-10-03,487.5,1272.75
2023-10-04,486.0,1273.0
2023-10-05,497.5,1280.75
2023-10-06,492.0,1266.0
2023-10-09,488.25,1264.25
2023-10-10,485.5,1271.5
2023-10-11,488.0,1252.5
2023-10-12,496.0,1290.0
2023-10-13,493.25,1280.25
2023-10-16,490.0,1286.25
2023-10-17,489.0,1296.75
2023-10-18,492.0,1311.0
2023-10-19,505.0,1315.5
2023-10-20,495.5,1302.25
2023-10-23,490.25,1286.75
2023-10-24,484.0,1295.25
2023-10-25,480.0,1288.25
2023-10-26,479.25,1279.5
2023-10-27,480.75,1297.25
2023-10-30,478.25,1282.75
2023-10-31,478.75,1287.0
2023-11-01,475.0,1291.25
2023-11-02,470.0,1304.0
2023-11-03,477.25,1327.5
2023-11-06,477.25,1340.5
2023-11-07,468.5,1348.75
2023-11-08,476.0,1349.0
2023-11-09,468.0,1327.75
2023-11-10,464.0,1333.5
2023-11-13,477.25,1368.0
2023-11-14,478.25,1368.75
2023-11-15,470.75,1385.0
2023-11-16,474.75,1360.25
2023-11-17,467.0,1340.25
2023-11-20,469.5,1367.25
2023-11-21,470.0,1377.25
2023-11-22,468.75,1356.5
2023-11-23,468.75,1356.5
2023-11-24,463.25,1330.75
2023-11-27,455.5,1329.75
2023-11-28,451.5,1346.5
2023-11-29,449.75,1347.0
2023-11-30,461.75,1342.75
2023-12-01,464.5,1325.0
2023-12-04,460.25,1306.25
2023-12-05,468.5,1305.5
2023-12-06,464.75,1295.5
2023-12-07,468.25,1311.75
2023-12-08,465.75,1304.0
2023-12-11,460.5,1336.0
2023-12-12,462.5,1323.75
2023-12-13,456.75,1307.5
2023-12-14,456.75,1314.0
2023-12-15,483.0,1315.75
2023-12-18,477.0,1327.0
2023-12-19,472.75,1312.5
2023-12-20,469.75,1308.25
2023-12-21,472.5,1297.25
2023-12-22,473.0,1299.75
2023-12-25,473.0,1299.75
2023-12-26,480.25,1313.25
2023-12-27,476.5,1316.75
2023-12-28,474.25,1305.25
2023-12-29,471.25,1293.5
2024-01-01,471.25,1293.5
2024-01-02,463.75,1274.0
2024-01-03,465.25,1269.5
2024-01-04,466.5,1262.0
2024-01-05,460.75,1249.75
2024-01-08,455.0,1239.5
2024-01-09,459.25,1241.5
2024-01-10,459.5,1228.75
2024-01-11,457.75,1231.25
2024-01-12,447.0,1205.75
2024-01-15,447.0,1205.75
2024-01-16,443.5,1227.25
2024-01-17,442.25,1205.75
2024-01-18,444.0,1213.5
2024-01-19,445.5,1213.25
2024-01-22,445.75,1224.25
2024-01-23,446.5,1239.5
2024-01-24,452.25,1240.25
2024-01-25,451.75,1223.0
2024-01-26,446.25,1209.25
2024-01-29,440.25,1194.25
2024-01-30,447.75,1218.75
2024-01-31,448.25,1222.25
2024-02-01,447.25,1203.25
2024-02-02,442.75,1188.5
2024-02-05,442.75,1196.25
2024-02-06,438.75,1199.5
2024-02-07,434.25,1189.0
2024-02-08,433.25,1193.5
2024-02-09,429.0,1183.5
2024-02-12,430.5,1193.0
2024-02-13,430.75,1186.25
2024-02-14,424.25,1170.5
2024-02-15,417.75,1162.25
2024-02-16,416.5,1172.25
2024-02-19,416.5,1172.25
2024-02-20,418.75,1179.0
2024-02-21,411.0,1160.75
2024-02-22,406.0,1147.75
2024-02-23,399.75,1133.0
2024-02-26,407.0,1136.0
2024-02-27,408.25,1131.25
2024-02-28,413.25,1134.0
2024-02-29,415.75,1128.25
2024-03-01,412.25,1143.0
2024-03-04,417.5,1147.0
2024-03-05,413.5,1140.75
2024-03-06,418.0,1140.25
2024-03-07,426.0,1157.0
2024-03-08,426.25,1170.5
2024-03-11,428.25,1165.0
2024-03-12,429.0,1182.0
2024-03-13,426.5,1181.75
2024-03-14,422.5,1180.75
2024-03-15,436.75,1198.25
2024-03-18,436.0,1187.75
2024-03-19,439.5,1185.5
2024-03-20,439.0,1209.5
2024-03-21,440.75,1212.0
2024-03-22,439.25,1192.5
2024-03-25,437.75,1209.25
2024-03-26,432.5,1199.0
2024-03-27,426.75,1192.5
2024-03-28,442.0,1191.5
2024-03-29,442.0,1191.5
2024-04-01,435.5,1185.75
2024-04-02,426.5,1174.0
2024-04-03,431.75,1182.25
2024-04-04,435.25,1180.0
2024-04-05,434.25,1185.0
2024-04-08,435.5,1181.5
2024-04-09,431.25,1174.5
2024-04-10,434.25,1164.75
2024-04-11,428.75,1159.25
2024-04-12,435.5,1174.0
2024-04-15,431.5,1158.25
2024-04-16,431.0,1145.0
2024-04-17,430.25,1149.5
2024-04-18,426.75,1134.25
2024-04-19,433.5,1150.5
2024-04-22,439.75,1161.0
2024-04-23,443.0,1167.5
2024-04-24,437.75,1166.0
2024-04-25,441.0,1162.75
2024-04-26,440.0,1159.5
2024-04-29,439.25,1160.75
2024-04-30,439.5,1145.5
2024-05-01,443.25,1155.75
2024-05-02,452.0,1190.0
2024-05-03,447.0,1201.75
2024-05-06,457.0,1234.75
2024-05-07,453.75,1232.25
2024-05-08,445.5,1212.75
2024-05-09,442.75,1192.75
2024-05-10,455.75,1205.0
2024-05-13,458.5,1205.5
2024-05-14,453.75,1199.0
2024-05-15,462.5,1213.5
2024-05-16,457.0,1216.25
2024-05-17,452.5,1228.0
2024-05-20,460.5,1248.0
2024-05-21,458.0,1236.25
2024-05-22,461.25,1246.25
2024-05-23,464.0,1239.25
2024-05-24,464.75,1248.0
2024-05-27,464.75,1248.0
2024-05-28,462.5,1229.5
2024-05-29,455.25,1214.0
2024-05-30,448.75,1209.75
2024-05-31,446.25,1205.0
2024-06-03,443.5,1184.5
2024-06-04,442.5,1179.0
2024-06-05,439.25,1177.25
2024-06-06,452.0,1200.0
2024-06-07,448.75,1179.25
2024-06-10,451.75,1188.25
2024-06-11,449.5,1178.0
2024-06-12,454.25,1177.25
2024-06-13,458.5,1189.5
2024-06-14,450.0,1179.75
2024-06-17,443.75,1157.75
2024-06-18,450.0,1174.0
2024-06-19,450.0,1174.0
2024-06-20,439.75,1155.25
2024-06-21,435.0,1160.5
2024-06-24,433.5,1175.25
2024-06-25,425.5,1163.25
2024-06-26,420.0,1162.75
2024-06-27,413.75,1152.25
2024-06-28,397.25,1150.5
2024-07-01,398.25,1159.5
2024-07-02,402.0,1165.0
2024-07-03,403.5,1176.5
2024-07-04,403.5,1176.5
2024-07-05,411.25,1188.5
2024-07-08,395.75,1174.25
2024-07-09,400.25,1161.5
2024-07-10,403.25,1141.25
2024-07-11,406.75,1142.75
2024-07-12,400.0,1134.5
2024-07-15,390.5,1078.0
2024-07-16,395.75,1090.5
2024-07-17,398.0,1097.25
2024-07-18,391.25,1098.5
2024-07-19,390.5,1097.25
2024-07-22,400.25,1117.75
2024-07-23,402.5,1117.5
2024-07-24,403.75,1111.0
2024-07-25,406.0,1116.0
2024-07-26,394.5,1077.5
2024-07-29,396.25,1054.75
2024-07-30,388.75,1027.25
2024-07-31,382.75,1028.5
2024-08-01,382.0,1022.0
2024-08-02,386.5,1029.25
2024-08-05,390.75,1044.25
2024-08-06,388.75,1028.5
2024-08-07,383.25,1020.25
2024-08-08,379.25,1009.75
2024-08-09,376.75,1028.0
2024-08-12,383.25,1012.0
2024-08-13,377.75,989.0
2024-08-14,381.0,979.75
2024-08-15,375.0,951.5
2024-08-16,370.5,938.75
2024-08-19,378.0,956.25
2024-08-20,375.0,957.25
2024-08-21,375.5,963.0
2024-08-22,371.5,941.25
2024-08-23,367.75,952.0
2024-08-26,362.0,959.75
2024-08-27,367.25,967.5
2024-08-28,365.25,958.5
2024-08-29,371.75,973.75
2024-08-30,378.0,982.0
2024-09-02,378.0,982.0
2024-09-03,386.5,997.0
2024-09-04,390.5,1006.0
2024-09-05,390.0,1008.25
2024-09-06,383.75,989.25
2024-09-09,384.25,1000.0
2024-09-10,379.5,977.5
2024-09-11,380.5,979.75
2024-09-12,386.25,991.5
2024-09-13,390.75,986.75
2024-09-16,410.75,1004.5
2024-09-17,412.5,1006.0
2024-09-18,412.75,1014.0
2024-09-19,405.75,1013.25
2024-09-20,401.75,1012.0
2024-09-23,413.5,1039.25
2024-09-24,411.75,1042.25
2024-09-25,415.25,1053.25
2024-09-26,413.25,1041.0
2024-09-27,418.0,1065.75
2024-09-30,424.75,1057.0
2024-10-01,429.0,1057.25
2024-10-02,432.5,1056.0
2024-10-03,428.25,1046.0
2024-10-04,424.75,1037.75
2024-10-07,426.0,1034.0
2024-10-08,420.75,1016.25
2024-10-09,421.0,1020.25
2024-10-10,418.5,1014.75
2024-10-11,415.75,1005.5
2024-10-14,408.25,996.0
2024-10-15,401.25,991.0
2024-10-16,404.75,980.0
2024-10-17,406.75,988.75
2024-10-18,404.75,970.0
2024-10-21,409.5,981.0
2024-10-22,416.5,991.75
2024-10-23,419.0,997.5
2024-10-24,421.5,996.25
2024-10-25,415.25,987.75
2024-10-28,410.75,974.0
2024-10-29,413.75,965.25
2024-10-30,411.5,976.5
2024-10-31,410.75,982.5
2024-11-01,414.5,982.5
2024-11-04,416.5,987.25
2024-11-05,418.5,993.75
2024-11-06,426.25,994.5
2024-11-07,427.5,1015.5
2024-11-08,431.0,1016.75
2024-11-11,430.0,1011.75
2024-11-12,428.5,1003.5
2024-11-13,426.5,1004.25
2024-11-14,419.0,985.75
2024-11-15,424.0,998.5
2024-11-18,429.25,1009.75
2024-11-19,427.25,998.5
2024-11-20,430.25,990.5
2024-11-21,426.75,977.75
2024-11-22,425.5,983.5
2024-11-25,424.75,985.75
2024-11-26,420.0,983.5
2024-11-27,415.75,988.75
2024-11-28,415.75,988.75
2024-11-29,423.0,989.5
2024-12-02,424.5,985.25
2024-12-03,423.25,991.75
2024-12-04,422.0,983.75
2024-12-05,426.5,993.75
2024-12-06,430.75,993.75
2024-12-09,434.0,990.0
2024-12-10,440.5,994.75
2024-12-11,438.0,995.5
2024-12-12,431.75,995.75
2024-12-13,430.0,988.25
2024-12-16,445.0,982.0
2024-12-17,443.5,976.75
2024-12-18,437.25,951.75
2024-12-19,440.75,963.0
2024-12-20,446.25,974.5
2024-12-23,447.75,969.5
2024-12-24,448.5,975.25
2024-12-25,448.5,975.25
2024-12-26,453.75,988.0
2024-12-27,454.0,980.0
2024-12-30,452.25,982.0
2024-12-31,458.5,998.25
2025-01-01,458.5,998.25
2025-01-02,459.5,999.5
2025-01-03,450.75,981.0
2025-01-06,457.75,992.5
2025-01-07,458.0,992.25
2025-01-08,454.0,987.5
2025-01-09,456.0,992.25
2025-01-10,470.5,1013.5
2025-01-13,476.5,1041.5
2025-01-14,474.5,1043.0
2025-01-15,478.75,1042.75
2025-01-16,474.5,1019.0
2025-01-17,484.25,1034.0
2025-01-20,484.25,1034.0
2025-01-21,490.0,1067.25
2025-01-22,484.25,1056.0
2025-01-23,489.75,1065.5
2025-01-24,486.5,1055.75
2025-01-27,482.0,1045.0
2025-01-28,485.25,1045.0
2025-01-29,497.0,1060.5
2025-01-30,490.25,1044.0
2025-01-31,482.0,1042.0
2025-02-03,488.75,1058.25
2025-02-04,494.5,1075.0
2025-02-05,493.25,1057.0
2025-02-06,495.25,1060.5
2025-02-07,487.5,1049.5
2025-02-10,491.5,1049.5
2025-02-11,484.0,1043.5
2025-02-12,490.25,1027.75
2025-02-13,493.5,1030.0
2025-02-14,496.25,1036.0
2025-02-17,496.25,1036.0
2025-02-18,502.0,1038.5
2025-02-19,497.5,1031.75
2025-02-20,498.0,1045.5
2025-02-21,491.25,1039.5
2025-02-24,482.5,1029.0
2025-02-25,479.75,1031.25
2025-02-26,478.25,1024.5
2025-02-27,464.75,1022.75
2025-02-28,453.5,1011.5
2025-03-03,440.25,998.25
2025-03-04,436.0,984.0
2025-03-05,440.25,997.75
2025-03-06,449.5,1014.0
2025-03-07,455.25,1010.25
2025-03-10,458.75,999.75
2025-03-11,456.5,997.75
2025-03-12,448.75,987.5
2025-03-13,453.5,996.75
2025-03-14,445.5,999.25
2025-03-17,461.0,1015.5
2025-03-18,458.75,1012.75
2025-03-19,462.0,1008.25
2025-03-20,469.0,1013.0
2025-03-21,464.25,1009.75
2025-03-24,464.5,1007.25
2025-03-25,457.75,1001.75
2025-03-26,451.25,1001.0
2025-03-27,450.0,1016.75
2025-03-28,453.25,1023.0
2025-03-31,457.25,1014.75
2025-04-01,461.75,1034.25
2025-04-02,457.75,1029.5
2025-04-03,457.5,1011.5
2025-04-04,460.25,977.0
2025-04-07,464.5,983.0
2025-04-08,469.0,992.75
2025-04-09,474.0,1012.75
2025-04-10,483.0,1029.0
2025-04-11,490.25,1042.75
2025-04-14,485.0,1041.75
2025-04-15,481.25,1036.0
2025-04-16,484.25,1038.75
2025-04-17,482.25,1036.5
2025-04-18,482.25,1036.5
2025-04-21,481.75,1029.5
2025-04-22,475.75,1035.0
2025-04-23,472.0,1040.25
2025-04-24,477.25,1053.0
2025-04-25,478.75,1049.75
2025-04-28,475.5,1052.0
2025-04-29,460.5,1041.0
2025-04-30,467.25,1034.75
2025-05-01,464.25,1040.25
2025-05-02,461.25,1048.75
2025-05-05,446.5,1038.0
2025-05-06,447.5,1034.75
2025-05-07,441.0,1030.5
2025-05-08,439.0,1036.75
2025-05-09,441.5,1044.0
2025-05-12,440.25,1066.0
2025-05-13,436.0,1067.25
2025-05-14,438.5,1067.0
2025-05-15,448.5,1051.25
2025-05-16,443.5,1050.0
2025-05-19,447.5,1050.75
2025-05-20,454.5,1053.0
2025-05-21,461.0,1062.75
2025-05-22,463.0,1067.5
2025-05-23,459.5,1060.25
2025-05-26,459.5,1060.25
2025-05-27,459.5,1062.5
2025-05-28,451.0,1048.5
2025-05-29,447.0,1051.75
2025-05-30,444.0,1041.75
2025-06-02,438.25,1033.5
2025-06-03,438.5,1040.75
2025-06-04,438.75,1045.0
2025-06-05,439.5,1051.75
2025-06-06,442.5,1057.25
2025-06-09,433.5,1056.0
2025-06-10,438.75,1057.75
2025-06-11,437.0,1050.5
2025-06-12,438.5,1042.25
2025-06-13,444.5,1069.75
2025-06-16,434.75,1069.75
2025-06-17,431.5,1074.0
2025-06-18,433.5,1074.75
2025-06-19,433.5,1074.75
2025-06-20,428.75,1068.0
2025-06-23,419.25,1058.75
2025-06-24,416.25,1046.75
2025-06-25,410.25,1025.25
2025-06-26,409.5,1022.75
2025-06-27,417.5,1027.75
2025-06-30,420.5,1024.25
2025-07-01,420.0,1024.75
2025-07-02,429.25,1050.5
2025-07-03,431.5,1056.25
2025-07-04,431.5,1056.25
2025-07-07,418.0,1031.75
2025-07-08,411.0,1024.25
2025-07-09,412.5,1012.25
2025-07-10,407.25,1012.5
2025-07-11,403.0,1004.0
2025-07-14,412.75,997.0
2025-07-15,401.25,995.0
2025-07-16,405.25,1013.5
2025-07-17,402.0,1021.5
2025-07-18,408.5,1027.75
2025-07-21,403.75,1015.0
2025-07-22,399.25,1010.25
2025-07-23,398.5,1005.75
2025-07-24,401.75,1004.25
2025-07-25,399.5,998.75
2025-07-28,393.75,988.75
2025-07-29,389.25,981.75
2025-07-30,391.75,967.75
2025-07-31,394.0,961.75
2025-08-01,389.5,961.75
2025-08-04,387.0,969.0
2025-08-05,381.5,969.0
2025-08-06,379.75,961.5
2025-08-07,384.5,971.75
2025-08-08,382.75,966.75
